 _ _ _ _| _ _ _ _| _ _ _*_| _ _ _12_|,D
 _ _o_o_| _ _3_ _| _ _ _*_| _ _4_ _|,L
 _ _o_o_| _ _3_ _| _ _ _*_| _4_ _ _|,L
 _ _o_o_| _ _3_ _| _ _ _*_|4_ _ _ _|,U
 _ _o_o_| _ _3_ _| _ _ _4_| _ _ _*_|,L
 _ _o_o_| _ _3_ _| _ _ _4_| _ _*_ _|,U
 _ _o_o_| _ _3_ _| _ _ _4_| _*_ _ _|,R
 _ _o_o_| _ _3_ _| _ _ _4_|*_ _ _ _|,R
 _ _o_o_| _ _3_ _| _ _*_ _| _ _ _4_|,R
 _ _o_o_| _ _3_ _| _ _*_ _| _ _4_ _|,D
 _ _o_o_| _ _3_ _| _ _*_ _| _4_ _ _|,D
 _ _o_o_| _ _3_ _| _ _*_ _|4_ _ _ _|,D
 _ _o_o_| _ _3_ _| _ _*_4_| _ _ _ _|,R
 _ _o_o_| _ _3_ _| _ _4_ _| _ _ _*_|,U
 _ _o_o_| _ _3_ _| _ _4_ _| _ _*_ _|,R
 _ _o_o_| _ _3_ _| _ _4_ _| _*_ _ _|,R
 _ _o_o_| _ _3_ _| _ _4_ _|*_ _ _ _|,R
 _ _o_o_| _ _3_ _| _ _4_*_| _ _ _ _|,U
 _ _o_o_| _ _3_ _| _*_ _ _| _ _ _4_|,R
 _ _o_o_| _ _3_ _| _*_ _ _| _ _4_ _|,R
 _ _o_o_| _ _3_ _| _*_ _ _| _4_ _ _|,D
 _ _o_o_| _ _3_ _| _*_ _ _|4_ _ _ _|,D
 _ _o_o_| _ _3_ _| _*_ _4_| _ _ _ _|,R
 _ _o_o_| _ _3_ _| _*_4_ _| _ _ _ _|,U
 _ _o_o_| _ _3_ _| _4_ _ _| _ _ _*_|,U
 _ _o_o_| _ _3_ _| _4_ _ _| _ _*_ _|,U
 _ _o_o_| _ _3_ _| _4_ _ _| _*_ _ _|,R
 _ _o_o_| _ _3_ _| _4_ _ _|*_ _ _ _|,R
 _ _o_o_| _ _3_ _| _4_ _*_| _ _ _ _|,U
 _ _o_o_| _ _3_ _| _4_*_ _| _ _ _ _|,L
 _ _o_o_| _ _3_ _|*_ _ _ _| _ _ _4_|,R
 _ _o_o_| _ _3_ _|*_ _ _ _| _ _4_ _|,R
 _ _o_o_| _ _3_ _|*_ _ _ _| _4_ _ _|,R
 _ _o_o_| _ _3_ _|*_ _ _ _|4_ _ _ _|,D
 _ _o_o_| _ _3_ _|*_ _ _4_| _ _ _ _|,R
 _ _o_o_| _ _3_ _|*_ _4_ _| _ _ _ _|,R
 _ _o_o_| _ _3_ _|*_4_ _ _| _ _ _ _|,U
 _ _o_o_| _ _3_ _|4_ _ _ _| _ _ _*_|,L
 _ _o_o_| _ _3_ _|4_ _ _ _| _ _*_ _|,U
 _ _o_o_| _ _3_ _|4_ _ _ _| _*_ _ _|,U
 _ _o_o_| _ _3_ _|4_ _ _ _|*_ _ _ _|,R
 _ _o_o_| _ _3_ _|4_ _ _*_| _ _ _ _|,L
 _ _o_o_| _ _3_ _|4_ _*_ _| _ _ _ _|,L
 _ _o_o_| _ _3_ _|4_*_ _ _| _ _ _ _|,L
 _ _o_o_| _ _3_*_| _ _ _ _| _ _ _4_|,L
 _ _o_o_| _ _3_*_| _ _ _ _| _ _4_ _|,L
 _ _o_o_| _ _3_*_| _ _ _ _| _4_ _ _|,L
 _ _o_o_| _ _3_*_| _ _ _ _|4_ _ _ _|,L
 _ _o_o_| _ _3_*_| _ _ _4_| _ _ _ _|,L
 _ _o_o_| _ _3_*_| _ _4_ _| _ _ _ _|,L
 _ _o_o_| _ _3_*_| _4_ _ _| _ _ _ _|,L
 _ _o_o_| _ _3_*_|4_ _ _ _| _ _ _ _|,L
 _ _o_o_| _ _3_4_| _ _ _ _| _ _ _*_|,U
 _ _o_o_| _ _3_4_| _ _ _ _| _ _*_ _|,U
 _ _o_o_| _ _3_4_| _ _ _ _| _*_ _ _|,U
 _ _o_o_| _ _3_4_| _ _ _ _|*_ _ _ _|,R
 _ _o_o_| _ _3_4_| _ _ _*_| _ _ _ _|,U
 _ _o_o_| _ _3_4_| _ _*_ _| _ _ _ _|,U
 _ _o_o_| _ _3_4_| _*_ _ _| _ _ _ _|,R
 _ _o_o_| _ _3_4_|*_ _ _ _| _ _ _ _|,R
 _ _o_o_| _ _4_ _| _ _ _ _| _ _*_3_|,U
 _ _o_o_| _ _4_ _| _ _ _ _| _ _3_*_|,U
 _ _o_o_| _ _4_ _| _ _ _ _| _*_ _3_|,R
 _ _o_o_| _ _4_ _| _ _ _ _| _*_3_ _|,U
 _ _o_o_| _ _4_ _| _ _ _ _| _3_ _*_|,L
 _ _o_o_| _ _4_ _| _ _ _ _| _3_*_ _|,L
 _ _o_o_| _ _4_ _| _ _ _ _|*_ _ _3_|,R
 _ _o_o_| _ _4_ _| _ _ _ _|*_ _3_ _|,R
 _ _o_o_| _ _4_ _| _ _ _ _|*_3_ _ _|,U
 _ _o_o_| _ _4_ _| _ _ _ _|3_ _ _*_|,U
 _ _o_o_| _ _4_ _| _ _ _ _|3_ _*_ _|,U
 _ _o_o_| _ _4_ _| _ _ _ _|3_*_ _ _|,L
 _ _o_o_| _ _4_ _| _ _ _*_| _ _ _3_|,D
 _ _o_o_| _ _4_ _| _ _ _*_| _ _3_ _|,L
 _ _o_o_| _ _4_ _| _ _ _*_| _3_ _ _|,L
 _ _o_o_| _ _4_ _| _ _ _*_|3_ _ _ _|,U
 _ _o_o_| _ _4_ _| _ _ _3_| _ _ _*_|,L
 _ _o_o_| _ _4_ _| _ _ _3_| _ _*_ _|,U
 _ _o_o_| _ _4_ _| _ _ _3_| _*_ _ _|,U
 _ _o_o_| _ _4_ _| _ _ _3_|*_ _ _ _|,R
 _ _o_o_| _ _4_ _| _ _*_ _| _ _ _3_|,R
 _ _o_o_| _ _4_ _| _ _*_ _| _ _3_ _|,D
 _ _o_o_| _ _4_ _| _ _*_ _| _3_ _ _|,D
 _ _o_o_| _ _4_ _| _ _*_ _|3_ _ _ _|,L
 _ _o_o_| _ _4_ _| _ _*_3_| _ _ _ _|,R
 _ _o_o_| _ _4_ _| _ _3_ _| _ _ _*_|,U
 _ _o_o_| _ _4_ _| _ _3_ _| _ _*_ _|,R
 _ _o_o_| _ _4_ _| _ _3_ _| _*_ _ _|,R
 _ _o_o_| _ _4_ _| _ _3_ _|*_ _ _ _|,R
 _ _o_o_| _ _4_ _| _ _3_*_| _ _ _ _|,U
 _ _o_o_| _ _4_ _| _*_ _ _| _ _ _3_|,D
 _ _o_o_| _ _4_ _| _*_ _ _| _ _3_ _|,R
 _ _o_o_| _ _4_ _| _*_ _ _| _3_ _ _|,D
 _ _o_o_| _ _4_ _| _*_ _ _|3_ _ _ _|,D
 _ _o_o_| _ _4_ _| _*_ _3_| _ _ _ _|,R
 _ _o_o_| _ _4_ _| _*_3_ _| _ _ _ _|,D
 _ _o_o_| _ _4_ _| _3_ _ _| _ _ _*_|,U
 _ _o_o_| _ _4_ _| _3_ _ _| _ _*_ _|,U
 _ _o_o_| _ _4_ _| _3_ _ _| _*_ _ _|,R
 _ _o_o_| _ _4_ _| _3_ _ _|*_ _ _ _|,R
 _ _o_o_| _ _4_ _| _3_ _*_| _ _ _ _|,U
 _ _o_o_| _ _4_ _| _3_*_ _| _ _ _ _|,L
 _ _o_o_| _ _4_ _|*_ _ _ _| _ _ _3_|,D
 _ _o_o_| _ _4_ _|*_ _ _ _| _ _3_ _|,R
 _ _o_o_| _ _4_ _|*_ _ _ _| _3_ _ _|,R
 _ _o_o_| _ _4_ _|*_ _ _ _|3_ _ _ _|,D
 _ _o_o_| _ _4_ _|*_ _ _3_| _ _ _ _|,R
 _ _o_o_| _ _4_ _|*_ _3_ _| _ _ _ _|,R
 _ _o_o_| _ _4_ _|*_3_ _ _| _ _ _ _|,U
 _ _o_o_| _ _4_ _|3_ _ _ _| _ _ _*_|,L
 _ _o_o_| _ _4_ _|3_ _ _ _| _ _*_ _|,U
 _ _o_o_| _ _4_ _|3_ _ _ _| _*_ _ _|,U
 _ _o_o_| _ _4_ _|3_ _ _ _|*_ _ _ _|,R
 _ _o_o_| _ _4_ _|3_ _ _*_| _ _ _ _|,L
 _ _o_o_| _ _4_ _|3_ _*_ _| _ _ _ _|,L
 _ _o_o_| _ _4_ _|3_*_ _ _| _ _ _ _|,L
 _ _o_o_| _ _4_*_| _ _ _ _| _ _ _3_|,D
 _ _o_o_| _ _4_*_| _ _ _ _| _ _3_ _|,D
 _ _o_o_| _ _4_*_| _ _ _ _| _3_ _ _|,U
 _ _o_o_| _ _4_*_| _ _ _ _|3_ _ _ _|,U
 _ _o_o_| _ _4_*_| _ _ _3_| _ _ _ _|,U
 _ _o_o_| _ _4_*_| _ _3_ _| _ _ _ _|,U
 _ _o_o_| _ _4_*_| _3_ _ _| _ _ _ _|,U
 _ _o_o_| _ _4_*_|3_ _ _ _| _ _ _ _|,D
 _ _o_o_| _ _4_3_| _ _ _ _| _ _ _*_|,U
 _ _o_o_| _ _4_3_| _ _ _ _| _ _*_ _|,U
 _ _o_o_| _ _4_3_| _ _ _ _| _*_ _ _|,U
 _ _o_o_| _ _4_3_| _ _ _ _|*_ _ _ _|,R
 _ _o_o_| _ _4_3_| _ _ _*_| _ _ _ _|,U
 _ _o_o_| _ _4_3_| _ _*_ _| _ _ _ _|,U
 _ _o_o_| _ _4_3_| _*_ _ _| _ _ _ _|,R
 _ _o_o_| _ _4_3_|*_ _ _ _| _ _ _ _|,R
 _ _o_o_| _*_ _ _| _ _ _ _| _ _3_4_|,R
 _ _o_o_| _*_ _ _| _ _ _ _| _ _4_3_|,R
 _ _o_o_| _*_ _ _| _ _ _ _| _3_ _4_|,D
 _ _o_o_| _*_ _ _| _ _ _ _| _3_4_ _|,D
 _ _o_o_| _*_ _ _| _ _ _ _| _4_ _3_|,D
 _ _o_o_| _*_ _ _| _ _ _ _| _4_3_ _|,D
 _ _o_o_| _*_ _ _| _ _ _ _|3_ _ _4_|,D
 _ _o_o_| _*_ _ _| _ _ _ _|3_ _4_ _|,R
 _ _o_o_| _*_ _ _| _ _ _ _|3_4_ _ _|,R
 _ _o_o_| _*_ _ _| _ _ _ _|4_ _ _3_|,D
 _ _o_o_| _*_ _ _| _ _ _ _|4_ _3_ _|,D
 _ _o_o_| _*_ _ _| _ _ _ _|4_3_ _ _|,L
 _ _o_o_| _*_ _ _| _ _ _3_| _ _ _4_|,R
 _ _o_o_| _*_ _ _| _ _ _3_| _ _4_ _|,R
 _ _o_o_| _*_ _ _| _ _ _3_| _4_ _ _|,D
 _ _o_o_| _*_ _ _| _ _ _3_|4_ _ _ _|,D
 _ _o_o_| _*_ _ _| _ _ _4_| _ _ _3_|,R
 _ _o_o_| _*_ _ _| _ _ _4_| _ _3_ _|,R
 _ _o_o_| _*_ _ _| _ _ _4_| _3_ _ _|,D
 _ _o_o_| _*_ _ _| _ _ _4_|3_ _ _ _|,D
 _ _o_o_| _*_ _ _| _ _3_ _| _ _ _4_|,R
 _ _o_o_| _*_ _ _| _ _3_ _| _ _4_ _|,R
 _ _o_o_| _*_ _ _| _ _3_ _| _4_ _ _|,D
 _ _o_o_| _*_ _ _| _ _3_ _|4_ _ _ _|,R
 _ _o_o_| _*_ _ _| _ _3_4_| _ _ _ _|,R
 _ _o_o_| _*_ _ _| _ _4_ _| _ _ _3_|,R
 _ _o_o_| _*_ _ _| _ _4_ _| _ _3_ _|,R
 _ _o_o_| _*_ _ _| _ _4_ _| _3_ _ _|,R
 _ _o_o_| _*_ _ _| _ _4_ _|3_ _ _ _|,D
 _ _o_o_| _*_ _ _| _ _4_3_| _ _ _ _|,R
 _ _o_o_| _*_ _ _| _3_ _ _| _ _ _4_|,D
 _ _o_o_| _*_ _ _| _3_ _ _| _ _4_ _|,D
 _ _o_o_| _*_ _ _| _3_ _ _| _4_ _ _|,D
 _ _o_o_| _*_ _ _| _3_ _ _|4_ _ _ _|,D
 _ _o_o_| _*_ _ _| _3_ _4_| _ _ _ _|,R
 _ _o_o_| _*_ _ _| _3_4_ _| _ _ _ _|,R
 _ _o_o_| _*_ _ _| _4_ _ _| _ _ _3_|,R
 _ _o_o_| _*_ _ _| _4_ _ _| _ _3_ _|,D
 _ _o_o_| _*_ _ _| _4_ _ _| _3_ _ _|,D
 _ _o_o_| _*_ _ _| _4_ _ _|3_ _ _ _|,D
 _ _o_o_| _*_ _ _| _4_ _3_| _ _ _ _|,D
 _ _o_o_| _*_ _ _| _4_3_ _| _ _ _ _|,R
 _ _o_o_| _*_ _ _|3_ _ _ _| _ _ _4_|,L
 _ _o_o_| _*_ _ _|3_ _ _ _| _ _4_ _|,D
 _ _o_o_| _*_ _ _|3_ _ _ _| _4_ _ _|,D
 _ _o_o_| _*_ _ _|3_ _ _ _|4_ _ _ _|,D
 _ _o_o_| _*_ _ _|3_ _ _4_| _ _ _ _|,D
 _ _o_o_| _*_ _ _|3_ _4_ _| _ _ _ _|,R
 _ _o_o_| _*_ _ _|3_4_ _ _| _ _ _ _|,D
 _ _o_o_| _*_ _ _|4_ _ _ _| _ _ _3_|,D
 _ _o_o_| _*_ _ _|4_ _ _ _| _ _3_ _|,D
 _ _o_o_| _*_ _ _|4_ _ _ _| _3_ _ _|,D
 _ _o_o_| _*_ _ _|4_ _ _ _|3_ _ _ _|,D
 _ _o_o_| _*_ _ _|4_ _ _3_| _ _ _ _|,R
 _ _o_o_| _*_ _ _|4_ _3_ _| _ _ _ _|,L
 _ _o_o_| _*_ _ _|4_3_ _ _| _ _ _ _|,D
 _ _o_o_| _*_ _3_| _ _ _ _| _ _ _4_|,R
 _ _o_o_| _*_ _3_| _ _ _ _| _ _4_ _|,R
 _ _o_o_| _*_ _3_| _ _ _ _| _4_ _ _|,D
 _ _o_o_| _*_ _3_| _ _ _ _|4_ _ _ _|,D
 _ _o_o_| _*_ _3_| _ _ _4_| _ _ _ _|,R
 _ _o_o_| _*_ _3_| _ _4_ _| _ _ _ _|,R
 _ _o_o_| _*_ _3_| _4_ _ _| _ _ _ _|,D
 _ _o_o_| _*_ _3_|4_ _ _ _| _ _ _ _|,D
 _ _o_o_| _*_ _4_| _ _ _ _| _ _ _3_|,D
 _ _o_o_| _*_ _4_| _ _ _ _| _ _3_ _|,R
 _ _o_o_| _*_ _4_| _ _ _ _| _3_ _ _|,D
 _ _o_o_| _*_ _4_| _ _ _ _|3_ _ _ _|,D
 _ _o_o_| _*_ _4_| _ _ _3_| _ _ _ _|,R
 _ _o_o_| _*_ _4_| _ _3_ _| _ _ _ _|,R
 _ _o_o_| _*_ _4_| _3_ _ _| _ _ _ _|,D
 _ _o_o_| _*_ _4_|3_ _ _ _| _ _ _ _|,D
 _ _o_o_| _*_3_ _| _ _ _ _| _ _ _4_|,D
 _ _o_o_| _*_3_ _| _ _ _ _| _ _4_ _|,D
 _ _o_o_| _*_3_ _| _ _ _ _| _4_ _ _|,D
 _ _o_o_| _*_3_ _| _ _ _ _|4_ _ _ _|,D
 _ _o_o_| _*_3_ _| _ _ _4_| _ _ _ _|,D
 _ _o_o_| _*_3_ _| _ _4_ _| _ _ _ _|,R
 _ _o_o_| _*_3_ _| _4_ _ _| _ _ _ _|,D
 _ _o_o_| _*_3_ _|4_ _ _ _| _ _ _ _|,D
 _ _o_o_| _*_3_4_| _ _ _ _| _ _ _ _|,R
 _ _o_o_| _*_4_ _| _ _ _ _| _ _ _3_|,D
 _ _o_o_| _*_4_ _| _ _ _ _| _ _3_ _|,D
 _ _o_o_| _*_4_ _| _ _ _ _| _3_ _ _|,D
 _ _o_o_| _*_4_ _| _ _ _ _|3_ _ _ _|,L
 _ _o_o_| _*_4_ _| _ _ _3_| _ _ _ _|,D
 _ _o_o_| _*_4_ _| _ _3_ _| _ _ _ _|,D
 _ _o_o_| _*_4_ _| _3_ _ _| _ _ _ _|,D
 _ _o_o_| _*_4_ _|3_ _ _ _| _ _ _ _|,D
 _ _o_o_| _*_4_3_| _ _ _ _| _ _ _ _|,D
 _ _o_o_| _3_ _ _| _ _ _ _| _ _*_4_|,U
 _ _o_o_| _3_ _ _| _ _ _ _| _ _4_*_|,U
 _ _o_o_| _3_ _ _| _ _ _ _| _*_ _4_|,R
 _ _o_o_| _3_ _ _| _ _ _ _| _*_4_ _|,U
 _ _o_o_| _3_ _ _| _ _ _ _| _4_ _*_|,L
 _ _o_o_| _3_ _ _| _ _ _ _| _4_*_ _|,L
 _ _o_o_| _3_ _ _| _ _ _ _|*_ _ _4_|,U
 _ _o_o_| _3_ _ _| _ _ _ _|*_ _4_ _|,U
 _ _o_o_| _3_ _ _| _ _ _ _|*_4_ _ _|,U
 _ _o_o_| _3_ _ _| _ _ _ _|4_ _ _*_|,U
 _ _o_o_| _3_ _ _| _ _ _ _|4_ _*_ _|,U
 _ _o_o_| _3_ _ _| _ _ _ _|4_*_ _ _|,L
 _ _o_o_| _3_ _ _| _ _ _*_| _ _ _4_|,D
 _ _o_o_| _3_ _ _| _ _ _*_| _ _4_ _|,L
 _ _o_o_| _3_ _ _| _ _ _*_| _4_ _ _|,L
 _ _o_o_| _3_ _ _| _ _ _*_|4_ _ _ _|,L
 _ _o_o_| _3_ _ _| _ _ _4_| _ _ _*_|,L
 _ _o_o_| _3_ _ _| _ _ _4_| _ _*_ _|,U
 _ _o_o_| _3_ _ _| _ _ _4_| _*_ _ _|,R
 _ _o_o_| _3_ _ _| _ _ _4_|*_ _ _ _|,R
 _ _o_o_| _3_ _ _| _ _*_ _| _ _ _4_|,R
 _ _o_o_| _3_ _ _| _ _*_ _| _ _4_ _|,D
 _ _o_o_| _3_ _ _| _ _*_ _| _4_ _ _|,U
 _ _o_o_| _3_ _ _| _ _*_ _|4_ _ _ _|,L
 _ _o_o_| _3_ _ _| _ _*_4_| _ _ _ _|,U
 _ _o_o_| _3_ _ _| _ _4_ _| _ _ _*_|,U
 _ _o_o_| _3_ _ _| _ _4_ _| _ _*_ _|,R
 _ _o_o_| _3_ _ _| _ _4_ _| _*_ _ _|,R
 _ _o_o_| _3_ _ _| _ _4_ _|*_ _ _ _|,R
 _ _o_o_| _3_ _ _| _ _4_*_| _ _ _ _|,U
 _ _o_o_| _3_ _ _| _*_ _ _| _ _ _4_|,R
 _ _o_o_| _3_ _ _| _*_ _ _| _ _4_ _|,R
 _ _o_o_| _3_ _ _| _*_ _ _| _4_ _ _|,D
 _ _o_o_| _3_ _ _| _*_ _ _|4_ _ _ _|,D
 _ _o_o_| _3_ _ _| _*_ _4_| _ _ _ _|,U
 _ _o_o_| _3_ _ _| _*_4_ _| _ _ _ _|,U
 _ _o_o_| _3_ _ _| _4_ _ _| _ _ _*_|,L
 _ _o_o_| _3_ _ _| _4_ _ _| _ _*_ _|,U
 _ _o_o_| _3_ _ _| _4_ _ _| _*_ _ _|,R
 _ _o_o_| _3_ _ _| _4_ _ _|*_ _ _ _|,R
 _ _o_o_| _3_ _ _| _4_ _*_| _ _ _ _|,L
 _ _o_o_| _3_ _ _| _4_*_ _| _ _ _ _|,L
 _ _o_o_| _3_ _ _|*_ _ _ _| _ _ _4_|,R
 _ _o_o_| _3_ _ _|*_ _ _ _| _ _4_ _|,R
 _ _o_o_| _3_ _ _|*_ _ _ _| _4_ _ _|,R
 _ _o_o_| _3_ _ _|*_ _ _ _|4_ _ _ _|,D
 _ _o_o_| _3_ _ _|*_ _ _4_| _ _ _ _|,D
 _ _o_o_| _3_ _ _|*_ _4_ _| _ _ _ _|,R
 _ _o_o_| _3_ _ _|*_4_ _ _| _ _ _ _|,U
 _ _o_o_| _3_ _ _|4_ _ _ _| _ _ _*_|,L
 _ _o_o_| _3_ _ _|4_ _ _ _| _ _*_ _|,U
 _ _o_o_| _3_ _ _|4_ _ _ _| _*_ _ _|,U
 _ _o_o_| _3_ _ _|4_ _ _ _|*_ _ _ _|,R
 _ _o_o_| _3_ _ _|4_ _ _*_| _ _ _ _|,U
 _ _o_o_| _3_ _ _|4_ _*_ _| _ _ _ _|,L
 _ _o_o_| _3_ _ _|4_*_ _ _| _ _ _ _|,L
 _ _o_o_| _3_ _*_| _ _ _ _| _ _ _4_|,D
 _ _o_o_| _3_ _*_| _ _ _ _| _ _4_ _|,L
 _ _o_o_| _3_ _*_| _ _ _ _| _4_ _ _|,L
 _ _o_o_| _3_ _*_| _ _ _ _|4_ _ _ _|,L
 _ _o_o_| _3_ _*_| _ _ _4_| _ _ _ _|,D
 _ _o_o_| _3_ _*_| _ _4_ _| _ _ _ _|,L
 _ _o_o_| _3_ _*_| _4_ _ _| _ _ _ _|,L
 _ _o_o_| _3_ _*_|4_ _ _ _| _ _ _ _|,L
 _ _o_o_| _3_ _4_| _ _ _ _| _ _ _*_|,U
 _ _o_o_| _3_ _4_| _ _ _ _| _ _*_ _|,U
 _ _o_o_| _3_ _4_| _ _ _ _| _*_ _ _|,U
 _ _o_o_| _3_ _4_| _ _ _ _|*_ _ _ _|,U
 _ _o_o_| _3_ _4_| _ _ _*_| _ _ _ _|,L
 _ _o_o_| _3_ _4_| _ _*_ _| _ _ _ _|,U
 _ _o_o_| _3_ _4_| _*_ _ _| _ _ _ _|,R
 _ _o_o_| _3_ _4_|*_ _ _ _| _ _ _ _|,R
 _ _o_o_| _3_*_ _| _ _ _ _| _ _ _4_|,L
 _ _o_o_| _3_*_ _| _ _ _ _| _ _4_ _|,L
 _ _o_o_| _3_*_ _| _ _ _ _| _4_ _ _|,L
 _ _o_o_| _3_*_ _| _ _ _ _|4_ _ _ _|,L
 _ _o_o_| _3_*_ _| _ _ _4_| _ _ _ _|,R
 _ _o_o_| _3_*_ _| _ _4_ _| _ _ _ _|,D
 _ _o_o_| _3_*_ _| _4_ _ _| _ _ _ _|,L
 _ _o_o_| _3_*_ _|4_ _ _ _| _ _ _ _|,L
 _ _o_o_| _3_*_4_| _ _ _ _| _ _ _ _|,R
 _ _o_o_| _3_4_ _| _ _ _ _| _ _ _*_|,U
 _ _o_o_| _3_4_ _| _ _ _ _| _ _*_ _|,U
 _ _o_o_| _3_4_ _| _ _ _ _| _*_ _ _|,U
 _ _o_o_| _3_4_ _| _ _ _ _|*_ _ _ _|,U
 _ _o_o_| _3_4_ _| _ _ _*_| _ _ _ _|,U
 _ _o_o_| _3_4_ _| _ _*_ _| _ _ _ _|,R
 _ _o_o_| _3_4_ _| _*_ _ _| _ _ _ _|,R
 _ _o_o_| _3_4_ _|*_ _ _ _| _ _ _ _|,R
 _ _o_o_| _3_4_*_| _ _ _ _| _ _ _ _|,U
 _ _o_o_| _4_ _ _| _ _ _ _| _ _*_3_|,U
 _ _o_o_| _4_ _ _| _ _ _ _| _ _3_*_|,U
 _ _o_o_| _4_ _ _| _ _ _ _| _*_ _3_|,U
 _ _o_o_| _4_ _ _| _ _ _ _| _*_3_ _|,U
 _ _o_o_| _4_ _ _| _ _ _ _| _3_ _*_|,L
 _ _o_o_| _4_ _ _| _ _ _ _| _3_*_ _|,U
 _ _o_o_| _4_ _ _| _ _ _ _|*_ _ _3_|,R
 _ _o_o_| _4_ _ _| _ _ _ _|*_ _3_ _|,U
 _ _o_o_| _4_ _ _| _ _ _ _|*_3_ _ _|,U
 _ _o_o_| _4_ _ _| _ _ _ _|3_ _ _*_|,L
 _ _o_o_| _4_ _ _| _ _ _ _|3_ _*_ _|,L
 _ _o_o_| _4_ _ _| _ _ _ _|3_*_ _ _|,L
 _ _o_o_| _4_ _ _| _ _ _*_| _ _ _3_|,D
 _ _o_o_| _4_ _ _| _ _ _*_| _ _3_ _|,U
 _ _o_o_| _4_ _ _| _ _ _*_| _3_ _ _|,L
 _ _o_o_| _4_ _ _| _ _ _*_|3_ _ _ _|,L
 _ _o_o_| _4_ _ _| _ _ _3_| _ _ _*_|,L
 _ _o_o_| _4_ _ _| _ _ _3_| _ _*_ _|,U
 _ _o_o_| _4_ _ _| _ _ _3_| _*_ _ _|,U
 _ _o_o_| _4_ _ _| _ _ _3_|*_ _ _ _|,R
 _ _o_o_| _4_ _ _| _ _*_ _| _ _ _3_|,U
 _ _o_o_| _4_ _ _| _ _*_ _| _ _3_ _|,U
 _ _o_o_| _4_ _ _| _ _*_ _| _3_ _ _|,L
 _ _o_o_| _4_ _ _| _ _*_ _|3_ _ _ _|,L
 _ _o_o_| _4_ _ _| _ _*_3_| _ _ _ _|,U
 _ _o_o_| _4_ _ _| _ _3_ _| _ _ _*_|,U
 _ _o_o_| _4_ _ _| _ _3_ _| _ _*_ _|,R
 _ _o_o_| _4_ _ _| _ _3_ _| _*_ _ _|,U
 _ _o_o_| _4_ _ _| _ _3_ _|*_ _ _ _|,R
 _ _o_o_| _4_ _ _| _ _3_*_| _ _ _ _|,L
 _ _o_o_| _4_ _ _| _*_ _ _| _ _ _3_|,R
 _ _o_o_| _4_ _ _| _*_ _ _| _ _3_ _|,R
 _ _o_o_| _4_ _ _| _*_ _ _| _3_ _ _|,D
 _ _o_o_| _4_ _ _| _*_ _ _|3_ _ _ _|,D
 _ _o_o_| _4_ _ _| _*_ _3_| _ _ _ _|,R
 _ _o_o_| _4_ _ _| _*_3_ _| _ _ _ _|,R
 _ _o_o_| _4_ _ _| _3_ _ _| _ _ _*_|,L
 _ _o_o_| _4_ _ _| _3_ _ _| _ _*_ _|,U
 _ _o_o_| _4_ _ _| _3_ _ _| _*_ _ _|,R
 _ _o_o_| _4_ _ _| _3_ _ _|*_ _ _ _|,R
 _ _o_o_| _4_ _ _| _3_ _*_| _ _ _ _|,L
 _ _o_o_| _4_ _ _| _3_*_ _| _ _ _ _|,U
 _ _o_o_| _4_ _ _|*_ _ _ _| _ _ _3_|,R
 _ _o_o_| _4_ _ _|*_ _ _ _| _ _3_ _|,R
 _ _o_o_| _4_ _ _|*_ _ _ _| _3_ _ _|,R
 _ _o_o_| _4_ _ _|*_ _ _ _|3_ _ _ _|,D
 _ _o_o_| _4_ _ _|*_ _ _3_| _ _ _ _|,R
 _ _o_o_| _4_ _ _|*_ _3_ _| _ _ _ _|,R
 _ _o_o_| _4_ _ _|*_3_ _ _| _ _ _ _|,D
 _ _o_o_| _4_ _ _|3_ _ _ _| _ _ _*_|,U
 _ _o_o_| _4_ _ _|3_ _ _ _| _ _*_ _|,U
 _ _o_o_| _4_ _ _|3_ _ _ _| _*_ _ _|,U
 _ _o_o_| _4_ _ _|3_ _ _ _|*_ _ _ _|,R
 _ _o_o_| _4_ _ _|3_ _ _*_| _ _ _ _|,U
 _ _o_o_| _4_ _ _|3_ _*_ _| _ _ _ _|,L
 _ _o_o_| _4_ _ _|3_*_ _ _| _ _ _ _|,L
 _ _o_o_| _4_ _*_| _ _ _ _| _ _ _3_|,D
 _ _o_o_| _4_ _*_| _ _ _ _| _ _3_ _|,L
 _ _o_o_| _4_ _*_| _ _ _ _| _3_ _ _|,L
 _ _o_o_| _4_ _*_| _ _ _ _|3_ _ _ _|,D
 _ _o_o_| _4_ _*_| _ _ _3_| _ _ _ _|,L
 _ _o_o_| _4_ _*_| _ _3_ _| _ _ _ _|,L
 _ _o_o_| _4_ _*_| _3_ _ _| _ _ _ _|,L
 _ _o_o_| _4_ _*_|3_ _ _ _| _ _ _ _|,L
 _ _o_o_| _4_ _3_| _ _ _ _| _ _ _*_|,U
 _ _o_o_| _4_ _3_| _ _ _ _| _ _*_ _|,U
 _ _o_o_| _4_ _3_| _ _ _ _| _*_ _ _|,U
 _ _o_o_| _4_ _3_| _ _ _ _|*_ _ _ _|,U
 _ _o_o_| _4_ _3_| _ _ _*_| _ _ _ _|,L
 _ _o_o_| _4_ _3_| _ _*_ _| _ _ _ _|,U
 _ _o_o_| _4_ _3_| _*_ _ _| _ _ _ _|,R
 _ _o_o_| _4_ _3_|*_ _ _ _| _ _ _ _|,R
